Resumo,Chave da ocorrência,ID da ocorrência,Tipo de Item,Situação,Chave do projeto,Nome do projeto,Tipo de projeto,Líder do projeto,Descrição do projeto,URL do projeto,Prioridade,Resolução,Responsável,Solicitante,Criador,Criado,Atualizado,Última visualização,Resolvido,Versões Corrigidas,Data para Ficar Pronto,Votos,Rótulos,Descrição,Ambiente,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Tempo Estimado,Tempo Restante,Tempo Gasto,Razão Trabalhada,Σ da Estimativa Original,Σ da Estimativa Restante,Σ Tempo Gasto,Nível de Segurança,Link externo de ocorrência (Blocks),Anexos,Anexos,Campo personalizado (Development),Campo personalizado (Epic Colour),Campo personalizado (Epic Link),Campo personalizado (Epic Name),Campo personalizado (Epic Status),Campo personalizado (Gerada(s) durante),Campo personalizado (Rank),Sprint,Sprint,Sprint,Sprint,points,Campo personalizado (Test sessions),Campo personalizado (Testing status),Campo personalizado ([CHART] Date of First Response),Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário
Expandir cobertura dos testes unitários dos Modelos domódulo Calendario,ERP-469,10660,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 7:45 AM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002tn:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes do EnderecoController do módulo BigQuery,ERP-468,10659,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 7:44 AM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002tf:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes dos Models do modulo Arquivos,ERP-467,10658,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 7:42 AM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002t7:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes das Fábricas do modulo Arquivos,ERP-466,10657,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 7:42 AM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002sz:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes dos Controladores do modulo Arquivos,ERP-465,10656,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 7:42 AM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002sr:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Permitir inserir somente um telefone principal no cadastro de funcionário,ERP-464,10651,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,priscila.alves,priscila.alves,priscila.alves,12/abr/18 5:07 PM,13/abr/18 1:43 PM,19/abr/18 8:24 AM,13/abr/18 1:43 PM,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-13T12:56:49.272-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002sj:,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes do Service do Auth,ERP-463,10650,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:41 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002sb:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes do Model do Auth,ERP-462,10649,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:40 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002s3:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes do Factory do Auth,ERP-461,10648,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:40 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002rv:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes dos Acl do Auth,ERP-460,10647,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:40 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002rn:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos testes dos controladores do Ath,ERP-459,10646,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:40 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002rf:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos Models do Modulo Subestabelecido,ERP-458,10645,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:37 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002r7:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura dos Models do Modulo Financeira,ERP-457,10644,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:34 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002qz:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste Financeira\Model\Cliente\INSS\TipoBeneficio,ERP-456,10643,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:33 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002qr:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste Financeira\Model\Cliente\INSS\Beneficio,ERP-455,10642,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:33 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002qj:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste Financeira\Model\Checagem\Nivel,ERP-454,10641,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:32 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002qb:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste Financeira\Model\ChaveForma\ChaveForma,ERP-453,10640,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:32 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002q3:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste Financeira\Model\ChaveAcesso\ChaveForma,ERP-452,10639,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:32 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002pv:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste Financeira\Model\Banco\TipoSaque,ERP-451,10638,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:31 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002pn:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste Financeira\Model\Banco\TipoDomicilio,ERP-450,10637,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:31 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002pf:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste de Financeira\Model\Agente\ValidacaoDadosBancarios,ERP-449,10636,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:16 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002p7:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste de Financeira\Model\Agente\TipoRepasse,ERP-448,10635,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:15 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002oz:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste de Financeira\Model\Agente\TipoDeAgente,ERP-447,10634,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:15 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002or:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste de Financeira\Model\Agente\Observacao,ERP-446,10633,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:15 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002oj:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste de Financeira\Model\Agente\NivelChecagem,ERP-445,10632,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:14 PM,13/abr/18 10:12 AM,19/abr/18 8:24 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002ob:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Remover pasta Financeira\Integration,ERP-441,10628,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:13 PM,12/abr/18 3:13 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002nf:,,,,,,,,,,,,,,,,,,,,,,,,
Escrever teste unitário para LoginBancoFactory,ERP-440,10627,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:13 PM,12/abr/18 3:13 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002n7:,,,,,,,,,,,,,,,,,,,,,,,,
Remover factory Pessoa/AgenteFactory,ERP-439,10626,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:12 PM,12/abr/18 3:12 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002mz:,,,,,,,,,,,,,,,,,,,,,,,,
Fazer filtro separado para anulação do LegendaComissao e implementar seus testes,ERP-438,10625,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:12 PM,12/abr/18 3:12 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002mr:,,,,,,,,,,,,,,,,,,,,,,,,
Concluir cobertura dos testes unitários do PropostaCreditoController,ERP-437,10624,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:10 PM,12/abr/18 3:10 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002mj:,,,,,,,,,,,,,,,,,,,,,,,,
Concluir cobertura dos testes do SimulacaoController,ERP-436,10623,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:09 PM,12/abr/18 3:09 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002mb:,,,,,,,,,,,,,,,,,,,,,,,,
Concluir cobertura dos testes do SolicitacaoLoginBancoController,ERP-435,10622,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:09 PM,12/abr/18 3:09 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002m3:,,,,,,,,,,,,,,,,,,,,,,,,
Escrever teste unitário para o PropostaBeneficioController,ERP-434,10621,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:07 PM,12/abr/18 3:07 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002lv:,,,,,,,,,,,,,,,,,,,,,,,,
Remover guards não utilizados do cadastro de agente na API,ERP-433,10620,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:06 PM,12/abr/18 3:06 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002ln:,,,,,,,,,,,,,,,,,,,,,,,,
Adicionar campo Ordem de Exibição no Cadastro de Status de Subestabelecimento,ERP-431,10618,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,alessandro.navarro,alessandro.navarro,alessandro.navarro,12/abr/18 2:36 PM,12/abr/18 4:29 PM,19/abr/18 8:24 AM,,,,0,,,,alessandro.navarro,,,,,,,,,,,,,,,,,{},,ERP-39,,,,0|hzzzxi:m,,,,,2.0,,,,,,,,,,,,,,,,,,,
Documentação do processo de Gerencia de Projeto para KPMG,ERP-430,10616,Gerenciamento do Projeto,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,12/abr/18 10:00 AM,12/abr/18 1:04 PM,19/abr/18 8:24 AM,12/abr/18 1:04 PM,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002kz:,Sprint 8,,,,5.0,,,,,,,,,,,,,,,,,,,
"""Bloqueado Tabela Comissão?"" ao invés de ""Bloqueado na Tabela de Comissão"" na tela de cadastro de convenios.",ERP-429,10615,Resolução de Defeito,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,alessandro.navarro,alessandro.navarro,12/abr/18 8:55 AM,12/abr/18 1:01 PM,19/abr/18 8:24 AM,12/abr/18 1:01 PM,,,0,,,,alessandro.navarro,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-12T13:01:21.655-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-290,,,,0|i002k3:,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
Criar API para gerar o Código parceiro automaticamente,ERP-427,10612,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,admin,adriel.oliveira,adriel.oliveira,11/abr/18 4:58 PM,11/abr/18 4:58 PM,19/abr/18 8:24 AM,,,,0,,,,adriel.oliveira,,,,,,,,,,,,,,ERP-222,,,{},,,,,,0|i002jv:,,,,,,,,,,,,,,,,,,,,,,,,
Corrigir textos do dialog de cadastro de status de subestabelecido,ERP-426,10610,Resolução de Defeito,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,admin,admin,11/abr/18 11:57 AM,11/abr/18 5:13 PM,19/abr/18 8:24 AM,11/abr/18 5:13 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-11T17:12:52.067-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002eq:z,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
Adicionar campo de ordem de exibição na api de cadastro de status de sub e Adicionar campo Ordem de Exibição no Cadastro de Status de Subestabelecimento,ERP-425,10609,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,11/abr/18 11:55 AM,13/abr/18 1:42 PM,19/abr/18 8:24 AM,13/abr/18 1:42 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2018-04-13T14:57:32.404-0300"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002eq:y,Sprint 8,,,,3.0,,,,,,,,,,,,,,,,,,,
Criar dashboard separando os substabelecimentos por status,ERP-424,10608,Funcionalidade,Impedido,ERP,Bevicred ERP,software,admin,,,Medium,,rafael.franco,admin,admin,11/abr/18 11:54 AM,16/abr/18 6:12 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|hzzzx6:,Sprint 9,,,,5.0,,,,,,,,,,,,,,,,,,,
Adicionar campo de modalidade no cadastro de substabelecimento,ERP-423,10607,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,admin,admin,11/abr/18 11:53 AM,13/abr/18 12:57 PM,19/abr/18 8:24 AM,13/abr/18 12:57 PM,v1.2.0,,0,,,,admin,Adriane.chagas,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-13T12:57:20.374-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002eq:v,Sprint 8,,,,1.0,,,2018-04-13 12:49:02.19,"13/abr/18 9:49 AM;Adriane.chagas;* Campo CNPJ desalinhado
* Campo data desalinhado
",,,,,,,,,,,,,,,
Adicionar campo de modalidade de substabelecimento na API de cadastro de substabelecimento,ERP-422,10606,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,admin,admin,11/abr/18 11:52 AM,12/abr/18 11:02 AM,19/abr/18 8:24 AM,12/abr/18 11:02 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-12T11:01:47.835-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002eq:r,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
Implementar dialog de edição de modalidade de substabelecimento,ERP-421,10605,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,admin,admin,11/abr/18 11:48 AM,12/abr/18 11:02 AM,19/abr/18 8:24 AM,12/abr/18 11:02 AM,v1.2.0,,0,,,,admin,Adriane.chagas,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-12T11:01:10.073-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002eq:i,Sprint 8,,,,3.0,,,2018-04-12 13:17:43.406,"12/abr/18 10:17 AM;Adriane.chagas;* alterar o titulo do dialog para ""*Atualizar""*
",,,,,,,,,,,,,,,
Implementar dialog de inserção modalidade de substabelecimento,ERP-420,10604,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,admin,admin,11/abr/18 11:48 AM,12/abr/18 11:02 AM,19/abr/18 8:24 AM,12/abr/18 11:02 AM,v1.2.0,,0,,,,admin,Adriane.chagas,rafael.franco,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-12T11:01:14.946-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002eq:,Sprint 8,,,,3.0,,,2018-04-11 20:50:20.885,"11/abr/18 5:50 PM;Adriane.chagas;* Validar a descrição, quando deixo em branco e clico em salvar, não aparece a mensagem de campo obrigatório.
* Icone do menu está diferente da listagem.
* Aumentar o espaço entre os campos(nome/descrição no dialog de cadastro)
",12/abr/18 9:01 AM;rafael.franco;Corrigido\!,,,,,,,,,,,,,,
Implementar API de cadastro de modalidade de substabelecimento,ERP-419,10603,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,admin,admin,11/abr/18 11:48 AM,11/abr/18 4:06 PM,19/abr/18 8:24 AM,11/abr/18 4:06 PM,v1.2.0,,0,,"* idmodalidadesubstabelecimento
* identidade
* nome
* descricao
* ativo",,admin,priscila.alves,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-11T16:06:10.438-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002en:,Sprint 8,,,,1.0,,,2018-04-11 18:45:33.891,"11/abr/18 3:45 PM;priscila.alves;* Import com erro no onBeforeInsert e no onBeforeUpdate: {{@var Subestabelecido\Model\ModalidadeSubestabelecimento\ModalidadeSubestabelecimento}}
",,,,,,,,,,,,,,,
Implementar tela de listagem de modalidade de substabelecimento,ERP-418,10602,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,admin,admin,11/abr/18 11:47 AM,11/abr/18 5:14 PM,19/abr/18 8:24 AM,11/abr/18 5:14 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-11T17:12:53.534-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002ep:,Sprint 8,,,,5.0,,,,,,,,,,,,,,,,,,,
Hints muito distantes dos fields na tela de pesquisa de divisão,ERP-417,10601,Resolução de Defeito,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,11/abr/18 11:17 AM,12/abr/18 1:04 PM,19/abr/18 8:24 AM,12/abr/18 1:04 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-12T13:03:18.830-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002kj:,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
Hints muito distantes dos fields na tela de cadastro de divisão,ERP-416,10600,Resolução de Defeito,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,11/abr/18 11:16 AM,12/abr/18 1:03 PM,19/abr/18 8:24 AM,12/abr/18 1:03 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-12T13:03:18.830-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002kb:,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
